#TYPE Selected.System.Diagnostics.Eventing.Reader.EventLogRecord
"TaskName","ActionName","TaskInstanceId","EnginePID","Id","Version","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","LevelDisplayName","OpcodeDisplayName","TaskDisplayName"
"\test","C:\Windows\System32\calc.exe","{6C1FE3F4-F953-43CD-AD82-22E2C58F554A}","7676","200","1","4","200","1","-9223372036854775808","2139","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","2212","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:43:51 AM","6c1fe3f4-f953-43cd-ad82-22e2c58f554a",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{ED0A9EE4-4950-49D0-B540-C19F0CD93DEB}","5336","200","1","4","200","1","-9223372036854775808","2134","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","2576","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:42:51 AM","ed0a9ee4-4950-49d0-b540-c19f0cd93deb",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{FBAA6451-08D3-4D9C-9A0F-7F688C8E55F1}","7968","200","1","4","200","1","-9223372036854775808","2129","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","7916","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:41:51 AM","fbaa6451-08d3-4d9c-9a0f-7f688c8e55f1",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{34BAC7A8-8B76-4E29-A89F-28FE4FAA1653}","7396","200","1","4","200","1","-9223372036854775808","2124","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","7684","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:40:51 AM","34bac7a8-8b76-4e29-a89f-28fe4faa1653",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{FAC30172-F37B-4AB2-9ADB-F1F6794607FC}","6388","200","1","4","200","1","-9223372036854775808","2108","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","7132","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:39:51 AM","fac30172-f37b-4ab2-9adb-f1f6794607fc",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{A9186EDE-F781-4094-80FB-098E7E2ACC04}","7440","200","1","4","200","1","-9223372036854775808","2103","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","7416","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:38:51 AM","a9186ede-f781-4094-80fb-098e7e2acc04",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{3D4AB0C6-6092-44F2-A09B-8CE029941FB8}","7740","200","1","4","200","1","-9223372036854775808","2098","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","7756","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:37:51 AM","3d4ab0c6-6092-44f2-a09b-8ce029941fb8",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{F0AA567A-1B47-441E-B630-136F368DBE04}","6468","200","1","4","200","1","-9223372036854775808","2093","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","7540","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:36:51 AM","f0aa567a-1b47-441e-b630-136f368dbe04",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{5C32109A-3709-4CE4-82E3-597027490860}","6164","200","1","4","200","1","-9223372036854775808","2088","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","6484","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:35:51 AM","5c32109a-3709-4ce4-82e3-597027490860",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{74422E59-579C-4DF0-A9E7-349D4322E88F}","7908","200","1","4","200","1","-9223372036854775808","2071","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","7904","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:34:51 AM","74422e59-579c-4df0-a9e7-349d4322e88f",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
